source,page,code,original_code,name
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,93,627000010,627 000 010,427 400 001DM FHF 2014/2 Déclencheur gamme ATEX
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,93,427100203,427 100 203,DM MCP3A-G000SF-A207-01C
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,96,640200025,640 200 025,Diffuseurs sonores
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,96,640200026,640 200 026,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,96,640200027,640 200 027,PNS-0001 NEXUS 105 DC
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,97,640000124,640 000 124,Diffuseurs lumineux
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,97,640000125,640 000 125,Diffuseurs lumineux
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,97,640000122,640 000 122,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,97,640000123,640 000 123,SOLISTA LX rouge plafond socle bas
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,98,640200048,640 200 048,"7,5"
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,98,640200049,640 200 049,"7,5"
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,99,444000029,444 000 029,DÉTECTION ET MISE EN SÉCURITÉ
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,99,444000028,444 000 028,DAGS BZ1L
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,102,600200014,600 200 014,"Dans le cadre du raccordement en régime IT, un Module de protection IT () doit être"
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,103,660000016,660 000 016,Alim 60W Résonance Coffret V2  Alimentation type 60W RESONANCE V2. Pour mise en œuvre en coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,103,660000017,660 000 017,Alim 120W Résonance Coffret V2  Alimentation type 120W RESONANCE V2. Pour mise en œuvre en coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,103,660000107,660 000 107,Alim 60W Résonance Rack V2  Alimentation type 60W RESONANCE RACK V2. Pour mise en œuvre en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,103,660000108,660 000 108,Alim 120W Résonance Rack V2  Alimentation type 120W RESONANCE V2 EN VERSION RACK.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,103,660000015,660 000 015,Alim Résonance 120W COF.38 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,103,660000014,660 000 014,Alim Résonance 120W CAB-S V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,103,660000013,660 000 013,Alim Résonance 60W CAB-S V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000164,512 000 164,Mod Variation 24V 225W ss BAT V2  Alimentation type VARIATION 24V 225W V2.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000166,512 000 166,Mod Variation 48V 225W ss BAT V2  Alimentation type VARIATION 48V 225W V2.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000165,512 000 165,Mod Variation 24V 450W ss BAT V2  Alimentation type VARIATION 24V 450W V2.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000167,512 000 167,Mod Variation 48V 450W V2  Alimentation type VARIATION 48V 450W V2.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000168,512 000 168,Mod Variation 48V 450W COF.90 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000169,512 000 169,Mod Variation 48V 450W Rack V2  Alimentation type VARIATION 48V 450W RACK V2. Mise en œuvre en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000150,512 000 150,Variation 24V 225W COF.90 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000158,512 000 158,Variation 24V 225W Vers. CAB V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000161,512 000 161,Variation 24V 225W Rack V2  Alimentation type VARIATION 24V 225W RACK V2. Mise en œuvre en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000151,512 000 151,Variation 24V 450W COF.90 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000159,512 000 159,Variation 24V 450W Vers. CAB V2  Alimentation type VARIATION 24V 450W CAB V2. Mise en œuvre en coffret CAB 10
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000162,512 000 162,Variation 24V 450W Rack V2  Alimentation type VARIATION 24V 450W RACK V2. Mise en œuvre en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000152,512 000 152,Variation 48V 225W COF.90 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000160,512 000 160,Variation 48V 225W Vers. CAB V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000163,512 000 163,Variation 48V 225W RACK V2  Alimentation type VARIATION 48V 225W RACK V2. Mise en œuvre en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000153,512 000 153,Variation 24V 225W COF.17 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000154,512 000 154,Variation 48V 225W COF.17 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000155,512 000 155,Variation 24V 225W COF.38 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000156,512 000 156,Variation 24V 450W COF.38 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,512000157,512 000 157,Variation 48V 225W COF.38 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,510000405,510 000 405,"Compatible avec les batteries (4x12V, 7 Ah), (4x12V, 10 Ah), (4x12V, 17 Ah)."
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,104,510000038,510 000 038,Alim 940 48V 8A Rack ss batterie
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000130,510000130,> MODULE IT
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000004,510000004,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000128,510000128,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000124,510000124,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000131,510000131,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000005,510000005,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000129,510000129,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000125,510000125,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000010,510000010,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000136,510000136,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000008,510000008,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000135,510000135,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000009,510000009,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,105,510000121,510000121,"Module 1 DC/DC 28,9V 2,8A COF"
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200019,690 200 019,690 200 015 690 200 020 690 200 022 690 200 024 690 200 026 690 200 028 690 200 030
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200015,690 200 015,690 200 019  690 200 020 690 200 022 690 200 024 690 200 026 690 200 028 690 200 030
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200020,690 200 020,690 200 019 690 200 015  690 200 022 690 200 024 690 200 026 690 200 028 690 200 030
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200022,690 200 022,690 200 019 690 200 015 690 200 020  690 200 024 690 200 026 690 200 028 690 200 030
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200024,690 200 024,690 200 019 690 200 015 690 200 020 690 200 022  690 200 026 690 200 028 690 200 030
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200026,690 200 026,690 200 019 690 200 015 690 200 020 690 200 022 690 200 024  690 200 028 690 200 030
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200028,690 200 028,690 200 019 690 200 015 690 200 020 690 200 022 690 200 024 690 200 026  690 200 030
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200030,690 200 030,690 200 019 690 200 015 690 200 020 690 200 022 690 200 024 690 200 026 690 200 028
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200004,690 200 004,690 200 016 690 200 021 690 200 023 690 200 025 690 200 031
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200016,690 200 016,690 200 004  690 200 021 690 200 023 690 200 025 690 200 031
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200021,690 200 021,690 200 004 690 200 016  690 200 023 690 200 025 690 200 031
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200023,690 200 023,690 200 004 690 200 016 690 200 021  690 200 025 690 200 031
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200025,690 200 025,690 200 004 690 200 016 690 200 021 690 200 023  690 200 031
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,106,690200031,690 200 031,690 200 004 690 200 016 690 200 021 690 200 023 690 200 025
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,107,690000006,690 000 006,> COFFRETS DÉPORTÉS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,107,690000007,690 000 007,> COFFRETS DÉPORTÉS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,107,690000008,690 000 008,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,107,440000016,440 000 016,COFFRET S DÉPORTÉ
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,108,670000001,670 000 001,Mono.Rep
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,111,690100313,690 100 313,commandées.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,111,690100312,690 100 312,Terminal.Com-FAD CAB.S V3
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,114,690100309,690 100 309,SUPERVISION
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,114,680000001,680 000 001,SUPERVISION
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,114,680000002,680 000 002,Terminal.Com-UAE CAB S V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,114,680000004,680 000 004,Support table pour Vision.Com
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,114,680000005,680 000 005,Extension 512 m pour Vision.Com
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,114,680000022,680 000 022,Alimenation Vision.Com
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000064,680 000 064,OPTION OPTIMA VISION 150 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000065,680 000 065,OPTION OPTIMA VISION 300 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000066,680 000 066,OPTION OPTIMA VISION 500 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000067,680 000 067,OPTION OPTIMA VISION 1000 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000068,680 000 068,OPTION OPTIMA VISION 2500 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000069,680 000 069,OPTION OPTIMA VISION 5000 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000070,680 000 070,OPTION OPTIMA VISION 10000 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000071,680 000 071,OPTIMA VISION VIEWER (x1)
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000072,680 000 072,OPTIMA VISION VIEWER (x5)
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000073,680 000 073,OPTIMA VISION PROTOCOLE
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000074,680 000 074,OPTIMA VISION MAIN COURANTE
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000075,680 000 075,OPTIMA VISION BACKUP
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000050,680 000 050,SUPERVISION
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000057,680 000 057,SUPERVISION
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000051,680 000 051,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000058,680 000 058,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000052,680 000 052,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000059,680 000 059,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000053,680 000 053,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000060,680 000 060,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000054,680 000 054,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000061,680 000 061,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000055,680 000 055,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000062,680 000 062,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000056,680 000 056,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,115,680000063,680 000 063,OPTIMA VISION UAE 150 PTS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000001,610 000 001,•  8 zones de détection collectives avec un relais feu par zone
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000002,610 000 002,•  16 zones de détection collectives avec un relais feu par zone
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000003,610 000 003,16 zones de détection collectives avec un relais feu par zone
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000004,610 000 004,•  16 zones de détection collectives
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000005,610 000 005,16 zones de détection collectives avec un relais feu par zone
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000006,610 000 006,•  16 zones de détection collectives avec un relais feu par zone
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000007,610 000 007,•  2 bus adressés gamme I.Scan
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000008,610 000 008,•  2 bus adressés gamme I.Scan
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000010,610 000 010,•  2 bus adressés gamme AD 1000
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,610000011,610 000 011,•  2 bus adressés gamme AD 1000
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,620000004,620 000 004,•  8 relais
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,620000005,620 000 005,•  16 relais
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,620000006,620 000 006,•  16 relais
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,630000020,630 000 020,et de 8 lignes de contrôle
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,630000021,630 000 021,Matériel déporté équipé 8 relais
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,630000022,630 000 022,• Livré avec 4 MODULE DAS RESONANCE
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,630000023,630 000 023,•  Livré avec 8 MODULE DAS RESONANCE
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,630000003,630 000 003,•  4 voies de transmission pour matériel déporté type MAP
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,630000004,630 000 004,•  8 voies de transmission pour matériel déporté type MAP
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,116,630000005,630 000 005,•  8 voies de transmission pour matériel déporté type MAP
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000012,630 000 012,de diffusion d’alarme indépendantes pour UGA 1
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000011,630 000 011,de mise en sécurité indépendantes
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000009,630 000 009,de mise en sécurité indépendantes
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000010,630 000 010,diffusion d'alarme indépendantes pour UGA IGH
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000014,630 000 014,•  2 fonctions de mise en sécurité indépendantes
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000015,630 000 015,•  3 fonctions de mise en sécurité indépendantes
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000016,630 000 016,•  7 fonctions de mise en sécurité indépendantes
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000018,630 000 018,•  7 fonctions de mise en sécurité indépendantes
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,600200011,600 200 011,MODULE PUISSANCE IMAGE/S200 V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,650000002,650 000 002,2 VOIES LON FTT DIRECTES
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,650000003,650 000 003,4 VOIES LON FTT DIRECTES
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,650000004,650 000 004,DEPORT LON FTT
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,650000005,650 000 005,DEPORT LON FTT RACK
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,650000006,650 000 006,DEPORT LON LPT
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,650000007,650 000 007,DEPORT LON LPT RACK
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,660000001,660 000 001,•  Alimentation type 24V POUR CARTE  DEPORT LPT
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,660000002,660 000 002,•  Alimentation type 24V POUR CARTE  DEPORT LPT
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,660000003,660 000 003,•  Alimentation type 48V POUR CARTE DEPORT LPT
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,660000004,660 000 004,•  Alimentation type 48V POUR CARTE DEPORT LPT RACK
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,690000001,690 000 001,OBTURATEUR ½ RESONNANCE
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,690000002,690 000 002,OBTURATEUR ¼ RESONNANCE
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630000024,630 000 024,BORNIER CHANTIER CMSI V3 COF.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,630001024,630 001 024,BORNIER CHANTIER CMSI V3 RACK
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,117,650000001,650 000 001,MODULE DE COMMUNICATION UTC.PACK
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,125,600100202,600 100 202,UTEX Pack 3ZD V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,125,600100203,600 100 203,UTEX Pack 6ZD V2
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,126,600100204,600 100 204,"UTEX Com 2 zones CAB-S V2  2 zones d’extinction, 1 alimentation 120 W V2 et  2 batteries 12 V/7 Ah. Coffret CAB-S."
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,126,600100205,600 100 205,"UTEX Com 2 zones CAB-M V2  2 zones d’extinction, sans alimentation et sans batterie. Coffret CAB-M."
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,126,600100206,600 100 206,"UTEX Com 2 zones CAB-L V2  2 zones d’extinction, sans alimentation et sans batterie. Coffret CAB-L."
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,126,600100207,600 100 207,"UTEX Com 2 zones Rack v2  2 zones d’extinction, sans alimentation et sans batterie. Rack 19’’ / 4U."
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,126,600100210,600 100 210,Coffret M deporté UTEX Com  Sans alimentation et sans batterie. Coffret CAB-M.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200005,600 200 005,Module 1Zone EXT UTEX Com      Carte affichage et chantier une zone UTEX Com. Montage en coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200009,600 200 009,Module 1Zone EXT UTEX Com Rack  Carte affichage et chantier une zone UTEX Com. Montage en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200021,600 200 021,Mod Extension V2 UTEX Com  Carte extension UTEX Com. Montage en coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200022,600 200 022,Mod Extension V2 UTEX Com Rack  Carte extension UTEX Com. Montage en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200027,600 200 027,Module Lon UTEX Com  Carte de communication réseau Lon. Montage rack ou coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200025,600 200 025,Module DIR 10 Voies V2 UTEX Com   Carte 10 voies UTEX Com. Montage en coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200023,600 200 023,Module DIR 20 Voies V2 UTEX Com   Carte 20 voies UTEX Com. Montage en coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200026,600 200 026,Mod DIR 10 Voies V2 UTEX Com Rack  Carte 10 voies UTEX Com. Montage en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200024,600 200 024,Mod DIR 20 Voies V2 UTEX Com Rack  Carte 20 voies UTEX Com. Montage en rack.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,127,600200004,600 200 004,Module AFF Déporte UTEX Com  Carte affichage déportée. Montage rack ou coffret.
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,140,443000010,443 000 010,> DISPOSITIFS MANUELS
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,140,443600009,443 600 009,Commande d’extinction 10070
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,141,443600003,443 600 003,ACCESSOIRES
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,141,443600004,443 600 004,ACCESSOIRES
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,141,443600007,443 600 007,
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,141,443600008,443 600 008,Réarmement externe
CTLG-9001639_Catalogue - Produits et Systèmes CHUBB.pdf,172,702000522,702 000 522,Capital Social 32 302 720 € • RCS Pontoise
